iter	Passed	Remaining
209	20395	16607
210	20483	16503
211	20587	16411
212	20691	16320
213	20789	16223
214	20892	16130
215	20972	16020
216	21054	15912
217	21148	15812
218	21241	15713
219	21320	15602
220	21414	15503
221	21522	15414
222	21628	15323
223	21725	15227
224	21829	15135
225	21925	15037
226	22012	14933
227	22107	14835
228	22208	14740
229	22299	14639
230	22390	14539
231	22486	14441
232	22597	14353
233	22695	14257
234	22783	14154
235	22868	14050
236	22965	13953
237	23061	13856
238	23163	13762
239	23251	13660
240	23343	13560
241	23443	13465
242	23541	13369
243	23635	13270
244	23741	13179
245	23844	13085
246	23951	12993
247	24038	12891
248	24126	12790
249	24208	12685
250	24303	12587
251	24402	12491
252	24500	12395
253	24602	12301
254	24695	12202
255	24798	12108
256	24895	12012
257	24990	11914
258	25076	11811
259	25165	11711
260	25265	11616
261	25354	11515
262	25438	11413
263	25529	11314
264	25623	11216
265	25726	11122
266	25836	11031
267	25921	10929
268	25975	10815
269	26059	10713
270	26162	10619
271	26260	10523
272	26358	10427
273	26427	10320
274	26518	10221
275	26623	10128
276	26719	10031
277	26830	9940
278	26911	9838
279	27003	9740
280	27096	9642
281	27211	9552
282	27317	9459
283	27401	9358
284	27517	9268
285	27598	9167
286	27694	9070
287	27772	8968
288	27863	8870
289	28003	8787
290	28066	8680
291	28172	8586
292	28257	8486
293	28354	8390
294	28452	8294
295	28558	8200
296	28666	8107
297	28778	8015
298	28879	7920
299	28968	7821
300	29060	7723
301	29153	7626
302	29273	7535
303	29376	7440
304	29472	7343
305	29575	7248
306	29676	7153
307	29768	7055
308	29851	6955
309	29950	6859
310	30056	6765
311	30161	6670
312	30263	6574
313	30370	6480
314	30464	6383
315	30566	6287
316	30668	6191
317	30776	6097
318	30887	6003
319	30992	5907
320	31101	5813
321	31216	5719
322	31311	5622
323	31406	5525
324	31518	5430
325	31620	5334
326	31737	5241
327	31839	5144
328	31989	5056
329	32106	4961
330	32199	4864
331	32298	4766
332	32394	4669
333	32479	4570
334	32584	4474
335	32686	4377
336	32787	4280
337	32897	4185
338	33013	4090
339	33121	3994
340	33212	3895
341	33319	3799
342	33409	3701
343	33519	3605
344	33599	3506
345	33713	3410
346	33823	3314
347	33922	3216
348	34013	3118
349	34124	3022
350	34249	2927
351	34349	2829
352	34443	2732
353	34544	2634
354	34644	2537
355	34723	2438
356	34824	2341
357	34924	2243
358	35020	2146
359	35104	2047
360	35202	1950
361	35299	1852
362	35396	1755
363	35497	1657
364	35581	1559
365	35667	1461
366	35763	1364
367	35863	1266
368	35968	1169
369	36071	1072
370	36193	975
371	36278	877
372	36359	779
373	36465	682
374	36564	585
375	36673	487
376	36757	389
377	36850	292
378	36953	195
379	37054	97
380	37151	0
