iter	Passed	Remaining
0	119	95236
1	268	107323
2	396	105465
3	564	112365
4	814	129558
5	966	127897
6	1121	127003
7	1251	123915
8	1395	122628
9	1546	122169
10	1693	121459
11	1848	121373
12	1983	120082
13	2135	119884
14	2268	118731
15	2444	119765
16	2575	118632
17	2716	118028
18	2853	117288
19	2977	116138
20	3133	116248
21	3282	116071
22	3406	115085
23	3547	114699
24	3692	114482
25	3836	114197
26	3962	113439
27	4101	113087
28	4253	113097
29	4388	112640
30	4518	112075
31	4672	112139
32	4828	112216
33	4971	112008
34	5128	112093
35	5277	111991
36	5420	111786
37	5563	111567
38	5786	112911
39	5931	112690
40	6091	112761
41	6223	112323
42	6354	111866
43	6512	111894
44	6642	111441
45	6787	111262
46	6936	111125
47	7064	110683
48	7199	110346
49	7354	110316
50	7525	110524
51	7663	110238
52	7800	109947
53	7946	109778
54	8109	109844
55	8241	109497
56	8385	109307
57	8563	109556
58	8711	109406
59	8912	109915
60	9076	109955
61	9245	110051
62	9405	110027
63	9553	109862
64	9744	110190
65	9939	110544
66	10072	110191
67	10211	109922
68	10355	109708
69	10517	109685
70	10688	109740
71	10835	109558
72	11005	109598
73	11239	110271
74	11379	109997
75	11526	109808
76	11756	110389
77	11949	110610
78	12137	110771
79	12331	110987
80	12500	110957
81	12687	111091
82	12868	111167
83	13037	111129
84	13290	111794
85	13467	111810
86	13648	111851
87	13817	111795
88	13997	111818
89	14279	112652
90	14434	112459
91	14600	112358
92	14813	112614
93	15013	112763
94	15194	112760
95	15349	112559
96	15489	112260
97	15652	112119
98	15822	112033
99	15987	111914
100	16139	111700
101	16302	111557
102	16480	111522
103	16625	111259
104	16774	111032
105	16941	110921
106	17108	110808
107	17247	110512
108	17395	110275
109	17564	110174
110	17705	109899
111	17879	109833
112	18023	109574
113	18147	109202
114	18309	109060
115	18469	108907
116	18616	108678
117	18750	108368
118	18917	108258
119	19051	107960
120	19204	107764
121	19334	107449
122	19488	107266
123	19614	106930
124	19767	106745
125	19935	106636
126	20092	106474
127	20266	106400
128	20419	106214
129	20570	106016
130	20705	105739
131	20870	105618
132	21005	105343
133	21142	105079
134	21403	105430
135	21549	105212
136	21727	105147
137	21902	105066
138	22096	105075
139	22274	105006
140	22450	104927
141	22614	104792
142	22785	104685
143	23000	104778
144	23177	104697
145	23324	104481
146	23500	104392
147	23683	104336
148	23865	104269
149	24045	104196
150	24221	104103
151	24437	104181
152	24702	104461
153	24895	104430
154	25087	104397
155	25268	104313
156	25437	104178
157	25614	104079
158	25793	103983
159	25951	103805
160	26127	103699
