iter	Logloss
0	0.5563643801
1	0.4630076379
2	0.3993415447
3	0.3566557598
4	0.3268657253
5	0.3061292884
6	0.2912987922
7	0.2807723249
8	0.2730031209
9	0.2678363587
10	0.2636194103
11	0.2602690904
12	0.2582635023
13	0.25620714
14	0.2548809153
15	0.2536160833
16	0.2527665075
17	0.252044023
18	0.2512979674
19	0.2506362683
20	0.2501880271
21	0.2497856918
22	0.24935384
23	0.2490911692
24	0.2487813629
25	0.2484991439
26	0.2482268971
27	0.2479690343
28	0.2477467719
29	0.2475647346
30	0.2473388173
31	0.2471322253
32	0.2469102415
33	0.2467119196
34	0.246511418
35	0.2463716697
36	0.2462936323
37	0.2460910507
38	0.2459337399
39	0.2457576899
40	0.2456615737
41	0.2455312953
42	0.2453423712
43	0.245250094
44	0.2451122127
45	0.2449694765
46	0.2448685798
47	0.244719952
48	0.2446980131
49	0.2446384481
50	0.2444852508
51	0.24442182
52	0.2442831406
53	0.2441840004
54	0.2440576237
55	0.2439341708
56	0.243840726
57	0.243773548
58	0.2436058394
59	0.2435129049
60	0.243449749
61	0.243350755
62	0.2432732363
63	0.2432636316
64	0.2431782141
65	0.2431195443
66	0.2430458872
67	0.2430410068
68	0.2429203238
69	0.2428304779
70	0.2428259788
71	0.2427251467
72	0.242550788
73	0.2424918763
74	0.2424829971
75	0.2423857794
76	0.2423789181
77	0.2423048236
78	0.2422937151
79	0.2422834088
80	0.2421801019
81	0.2420611885
82	0.2419597495
83	0.2418511553
84	0.241845386
85	0.2417412503
86	0.2416182433
87	0.2415294916
88	0.2414442637
89	0.2413486777
90	0.2412571957
91	0.2411742309
92	0.2411548957
93	0.2410806691
94	0.2410179928
95	0.2409418549
96	0.2408906967
97	0.2407707064
98	0.240753985
99	0.2406465712
100	0.2405589136
101	0.240522169
102	0.2405130481
103	0.2404126367
104	0.2403988196
105	0.2403082648
106	0.2402214845
107	0.240157252
108	0.2400898672
109	0.2399921161
110	0.2398566331
111	0.2397553573
112	0.2396771796
113	0.2396062926
114	0.2394920983
115	0.2394200622
116	0.2393139763
117	0.2392881379
118	0.2391652821
119	0.2390363065
