iter	Logloss
0	0.5879030026
1	0.5086704399
2	0.4493687075
3	0.406281048
4	0.3722395325
5	0.3456977193
6	0.3258507469
7	0.3105322873
8	0.2986595516
9	0.2896995093
10	0.2821334274
11	0.2762054253
12	0.2718007763
13	0.2681068751
14	0.2652643254
15	0.2631209635
16	0.2612573668
17	0.2593918216
18	0.2579133931
19	0.2566746659
20	0.2557685944
21	0.2549385998
22	0.2543304905
23	0.2536727665
24	0.2531855906
25	0.2527306339
26	0.2522259289
27	0.2518948585
28	0.251533114
29	0.2513031801
30	0.2510408695
31	0.2508196738
32	0.2505440401
33	0.2503316075
34	0.2501267463
35	0.2499080132
36	0.2497243034
37	0.2495658555
38	0.2494169024
39	0.2492372334
40	0.2490963594
41	0.2489384228
42	0.2488141805
43	0.2487127392
44	0.2485902682
45	0.2484789903
46	0.2483466401
47	0.2482125131
48	0.2480914993
49	0.2479980533
50	0.2479003575
51	0.2478158934
52	0.2477238506
53	0.2476445617
54	0.2475510904
55	0.2474727176
56	0.2473901522
57	0.2473165462
58	0.2472721549
59	0.2471866906
60	0.2470617335
61	0.2469912435
62	0.246886077
63	0.2468301814
64	0.246765898
65	0.2466649212
66	0.2465961431
67	0.2465652784
68	0.2464964236
69	0.2464091352
70	0.2463355423
71	0.2462641164
72	0.2462255931
73	0.2461520026
74	0.2460767646
75	0.2459971094
76	0.2459217292
77	0.2458680723
78	0.2458346501
79	0.2457941111
80	0.2457179014
81	0.245670429
82	0.2456126479
83	0.2455712212
84	0.2455085529
85	0.2454584518
86	0.2454130873
87	0.2453476526
88	0.245296375
89	0.2452410725
90	0.2451746044
91	0.2451472907
92	0.245112378
93	0.2450483283
94	0.2449944108
95	0.2449281973
96	0.2448767827
97	0.2448354498
98	0.2447848768
99	0.2447352413
100	0.2446869161
101	0.2446375616
102	0.2446083442
103	0.24455835
104	0.2445110369
105	0.244481229
106	0.2444524423
107	0.2444203233
108	0.2443785045
109	0.2443397829
110	0.2442936511
111	0.244256868
112	0.2442242757
113	0.2441980279
114	0.2441326537
115	0.2440971654
116	0.2440599483
117	0.244041874
118	0.2439838224
119	0.2439368305
120	0.2438817473
121	0.2438468935
122	0.2438046589
123	0.2437659624
124	0.2437350989
125	0.2436799405
126	0.2436610373
127	0.2436358954
128	0.2436315731
129	0.2435933255
130	0.2435672345
131	0.2435289965
132	0.243480372
133	0.2434532124
134	0.2434240201
135	0.2433708827
136	0.2433334962
137	0.2433009599
138	0.24326068
139	0.2432198574
140	0.2431649546
141	0.2431325078
142	0.2431042436
143	0.2430780944
144	0.2430471915
145	0.2430099335
146	0.242953262
147	0.242936955
148	0.242879526
149	0.2428515094
150	0.2428243046
151	0.2428021751
152	0.2427706375
153	0.2427569667
154	0.2427321957
155	0.2427179291
156	0.2426703818
157	0.2426379473
158	0.2426016563
159	0.2425708683
160	0.2425318896
161	0.2424994048
162	0.2424826827
163	0.2424707963
164	0.2424431385
165	0.2424039977
166	0.242380986
167	0.2423578608
168	0.242323622
169	0.242286039
170	0.2422710776
171	0.2422307377
172	0.2421883547
173	0.2421695132
174	0.2421207372
175	0.2420874636
176	0.242065156
177	0.2420388335
178	0.2420235077
179	0.2420059943
180	0.2419609898
181	0.2419465163
182	0.2418973553
183	0.2418761273
184	0.2418267629
185	0.2418050558
186	0.2417792774
187	0.2417409514
188	0.2417148273
189	0.2416671696
190	0.2416532514
191	0.2415981913
192	0.2415744938
193	0.241541542
194	0.241515886
195	0.2414678914
196	0.2414573132
197	0.2414211494
198	0.2413812396
199	0.24136772
200	0.2413379497
201	0.2413214171
202	0.241279531
203	0.2412619318
204	0.2412599853
205	0.2412287478
206	0.2412195389
207	0.2411759007
208	0.2411568837
209	0.241127548
210	0.2410704737
211	0.24103678
212	0.2410186076
213	0.2409868897
214	0.2409813405
215	0.2409566266
216	0.240912867
217	0.2408781523
218	0.2408501275
219	0.2408011535
220	0.2407473132
221	0.2407131745
222	0.2406800264
223	0.2406266555
224	0.2406034549
225	0.2405862587
226	0.2405616405
227	0.2405336989
228	0.2405110759
229	0.2404641135
230	0.2404202333
231	0.2403960541
232	0.2403636336
233	0.2403391697
234	0.240302075
235	0.2402674046
236	0.2402536632
237	0.2402251158
238	0.2402029752
239	0.2401746918
240	0.2401494343
