iter	Passed	Remaining
0	104	83626
1	203	81234
2	332	88255
3	434	86540
4	588	93522
5	710	94048
6	846	95868
7	950	94130
8	1065	93641
9	1234	97496
10	1341	96198
11	1483	97449
12	1601	96976
13	1732	97252
14	1849	96792
15	1962	96141
16	2061	94968
17	2185	94926
18	2296	94382
19	2401	93673
20	2532	93932
21	2648	93653
22	2754	93057
23	2890	93451
24	3005	93169
25	3116	92781
26	3239	92756
27	3346	92259
28	3457	91930
29	3579	91869
30	3690	91538
31	3817	91624
32	3939	91558
33	4044	91108
34	4166	91073
35	4272	90668
36	4403	90811
37	4513	90509
38	4624	90227
39	4727	89826
40	4829	89402
41	4937	89106
42	5040	88728
43	5149	88478
44	5263	88302
45	5377	88145
46	5497	88080
47	5612	87925
48	5744	88050
49	5858	87874
50	5976	87768
51	6082	87495
52	6204	87449
53	6332	87483
54	6444	87292
55	6556	87110
56	6681	87088
57	6799	86983
58	6919	86908
59	7020	86584
60	7125	86327
61	7248	86275
62	7379	86332
63	7498	86228
64	7631	86293
65	7737	86049
66	7863	86028
67	7983	85937
68	8116	85990
69	8257	86109
70	8384	86087
71	8489	85833
72	8600	85651
73	8720	85550
74	8846	85518
75	8970	85457
76	9100	85448
77	9232	85464
78	9353	85361
79	9477	85300
80	9609	85296
81	9741	85298
82	9864	85216
83	9981	85077
84	10107	85022
85	10245	85063
86	10416	85370
87	10576	85569
88	10728	85709
89	10885	85875
90	11018	85845
91	11150	85812
92	11294	85865
93	11412	85713
94	11560	85788
95	11716	85921
96	11858	85945
97	12006	86003
98	12154	86066
99	12309	86163
100	12455	86199
101	12605	86261
102	12829	86817
103	12958	86722
104	13088	86634
105	13207	86473
106	13368	86584
107	13496	86476
108	13653	86553
109	13789	86494
110	13930	86469
111	14070	86435
112	14216	86428
113	14362	86425
114	14511	86438
115	14659	86440
116	14809	86451
117	14947	86394
118	15075	86271
119	15199	86132
120	15326	86003
121	15465	85946
122	15605	85894
123	15746	85845
124	15887	85791
125	16026	85730
126	16138	85523
127	16291	85529
128	16426	85443
129	16550	85296
130	16677	85169
131	16793	84986
132	16918	84846
133	17057	84777
134	17200	84726
135	17330	84612
136	17463	84515
137	17585	84360
138	17724	84285
139	17856	84182
140	17985	84061
141	18128	84003
142	18256	83875
143	18382	83743
144	18527	83694
145	18654	83560
146	18798	83504
147	18931	83400
148	19076	83348
149	19217	83274
150	19360	83213
151	19500	83131
152	19635	83032
153	19778	82968
154	19914	82870
155	20032	82698
156	20169	82606
157	20297	82474
158	20442	82412
159	20549	82198
160	20691	82123
161	20792	81887
162	20903	81692
163	21047	81624
164	21173	81485
165	21290	81313
166	21426	81213
167	21569	81141
168	21700	81022
169	21831	80906
170	21978	80843
171	22112	80734
172	22260	80678
173	22373	80492
174	22486	80308
175	22614	80179
176	22767	80135
177	22905	80041
178	23047	79958
179	23179	79838
180	23309	79716
181	23456	79647
182	23591	79540
183	23712	79384
184	23835	79237
185	23969	79124
186	24109	79031
187	24224	78856
188	24338	78682
189	24473	78572
190	24600	78438
191	24742	78350
192	24891	78287
193	25035	78204
194	25228	78274
195	25417	78326
196	25574	78280
197	25751	78296
198	25908	78246
199	26095	78286
200	26265	78272
201	26410	78184
202	26540	78052
203	26673	77929
204	26812	77820
205	26955	77725
206	27073	77557
207	27222	77478
208	27367	77387
209	27506	77279
210	27635	77142
211	27789	77076
