iter	Logloss
0	0.5877821859
1	0.5081405819
2	0.4483185071
3	0.4033044391
4	0.3698093661
5	0.3440384198
6	0.3250308383
7	0.3101263573
8	0.2987406954
9	0.2892869116
10	0.2823213451
11	0.2766408058
12	0.2719124523
13	0.2683954188
14	0.2654853987
15	0.2629994291
16	0.2609314463
17	0.2591986274
18	0.2578006011
19	0.2568112473
20	0.255702398
21	0.2547804793
22	0.2540853928
23	0.2534571939
24	0.2530403558
25	0.2526441375
26	0.2522279158
27	0.2519248906
28	0.2516086404
29	0.2513038163
30	0.2511024563
31	0.2508519042
32	0.2506045823
33	0.2503620869
34	0.250166127
35	0.249992809
36	0.2497612764
37	0.2495213812
38	0.2493948169
39	0.2492061409
40	0.2490790756
41	0.2489529653
42	0.2488023023
43	0.2486902758
44	0.2485397651
45	0.2484809416
46	0.2483185636
47	0.2481927205
48	0.2480535509
49	0.2479456793
50	0.2478551159
51	0.2477775819
52	0.247691265
53	0.2476266226
54	0.247538568
55	0.2474520968
56	0.2473798136
57	0.2472831241
58	0.2471948373
59	0.2471291719
60	0.2470310822
61	0.2469609118
62	0.2468716629
63	0.2468004886
64	0.24675317
65	0.2466355848
66	0.2465835721
67	0.2465218565
68	0.2464427949
69	0.2463607191
70	0.2462919366
71	0.2461969687
72	0.2461343444
73	0.2460629409
74	0.2460480833
75	0.2459875386
76	0.2459376994
77	0.2458964065
78	0.2458495951
79	0.2457884175
80	0.2457384291
81	0.2456882814
82	0.2456309449
83	0.2455993002
84	0.2455581382
85	0.2455215872
86	0.2454687146
87	0.2454056474
88	0.2453420847
89	0.2453108381
90	0.2452721546
91	0.2452173466
92	0.2451397834
93	0.245088711
94	0.2450615125
95	0.2450022082
96	0.244968413
97	0.2449262937
98	0.2449044509
99	0.2448740546
100	0.244818101
101	0.244803915
102	0.2447403103
103	0.2446591522
104	0.2446020121
105	0.2445365648
106	0.2445144101
107	0.2444875122
108	0.2444776524
109	0.2444299775
110	0.244357732
111	0.2443316777
112	0.2442930428
113	0.2442534739
114	0.2441887
115	0.2441409946
116	0.2441089112
117	0.2440764406
118	0.2440303729
119	0.2439813481
120	0.2439379022
121	0.243897447
122	0.2438591813
123	0.2438476302
124	0.2438042335
125	0.243788182
126	0.2437501484
127	0.2436876844
128	0.243655406
129	0.2436162724
130	0.2436016161
131	0.2435588829
132	0.2435076893
133	0.2434659779
134	0.243402954
135	0.2433456683
136	0.2433141903
137	0.2432774164
138	0.2432612505
139	0.2432358284
140	0.2432102311
141	0.243195021
142	0.2431502287
143	0.2431078463
144	0.2430738581
145	0.2430394969
146	0.2430146237
147	0.2429649174
148	0.2429322407
149	0.2428953998
150	0.2428576396
151	0.2428173919
152	0.2427569245
153	0.2427178353
154	0.2427103155
155	0.2426898914
156	0.2426311521
157	0.2426022687
158	0.2425714238
159	0.2425384412
160	0.2425287386
161	0.2425155353
162	0.2424588432
163	0.242430929
164	0.2423959019
165	0.2423555627
166	0.2423249734
167	0.2422893247
168	0.2422269926
169	0.2421974403
170	0.2421506075
171	0.2420939112
172	0.242068114
173	0.2420209869
174	0.2419868076
175	0.2419799721
176	0.2419263285
177	0.241914438
178	0.2418700521
179	0.2418364571
180	0.2418084746
181	0.2417873441
182	0.2417372879
183	0.2416975242
184	0.241656261
185	0.2416207536
186	0.2415894839
187	0.2415516595
188	0.2415064645
189	0.2414699327
190	0.2414481819
191	0.241414451
192	0.2413885187
193	0.2413640491
194	0.2413347796
195	0.2413263467
196	0.2413006063
197	0.241240195
198	0.2412115666
199	0.2411929732
200	0.2411632416
201	0.2411533769
202	0.2411216148
203	0.2410713034
204	0.2410382719
205	0.2410124507
206	0.2409657243
207	0.2409496952
208	0.2409213574
209	0.2408960955
210	0.2408554947
211	0.2408230546
