iter	Passed	Remaining
204	22422	19797
205	22533	19689
206	22658	19593
207	22774	19489
208	22899	19393
209	23029	19301
210	23128	19182
211	23263	19093
212	23360	18973
213	23475	18868
214	23594	18766
215	23711	18661
216	23836	18563
217	23940	18449
218	24045	18335
219	24158	18228
220	24276	18124
221	24394	18021
222	24516	17920
223	24635	17816
224	24735	17699
225	24842	17587
226	24955	17480
227	25050	17359
228	25156	17247
229	25273	17142
230	25391	17037
231	25506	16930
232	25619	16823
233	25743	16722
234	25845	16607
235	25942	16488
236	26056	16381
237	26155	16264
238	26258	16150
239	26366	16039
240	26465	15923
241	26575	15813
242	26691	15707
243	26808	15601
244	26912	15488
245	27022	15378
246	27133	15269
247	27232	15153
248	27326	15034
249	27430	14922
250	27531	14807
251	27637	14696
252	27728	14576
253	27847	14471
254	27958	14363
255	28076	14257
256	28173	14141
257	28285	14033
258	28399	13925
259	28517	13819
260	28630	13712
261	28726	13595
262	28836	13486
263	28930	13369
264	29031	13255
265	29146	13148
266	29255	13038
267	29359	12926
268	29473	12819
269	29583	12710
270	29685	12597
271	29793	12487
272	29922	12385
273	30034	12276
274	30132	12162
275	30244	12053
276	30365	11948
277	30477	11840
278	30574	11725
279	30667	11609
280	30768	11497
281	30880	11388
282	31001	11283
283	31098	11169
284	31217	11063
285	31327	10953
286	31445	10846
287	31551	10736
288	31644	10621
289	31754	10511
290	31866	10403
291	31958	10287
292	32069	10179
293	32183	10071
294	32293	9961
295	32407	9853
296	32512	9742
297	32634	9636
298	32723	9521
299	32830	9411
300	32933	9300
301	33050	9192
302	33142	9078
303	33248	8968
304	33371	8862
305	33475	8751
306	33570	8638
307	33702	8535
308	33806	8424
309	33916	8315
310	34004	8200
311	34114	8091
312	34223	7981
313	34329	7871
314	34422	7758
315	34540	7651
316	34631	7538
317	34736	7427
318	34848	7319
319	34952	7209
320	35066	7100
321	35174	6991
322	35287	6882
323	35382	6770
324	35495	6662
325	35612	6554
326	35721	6445
327	35835	6336
328	35943	6227
329	36038	6115
330	36141	6005
331	36225	5892
332	36333	5782
333	36449	5674
334	36557	5565
335	36652	5454
336	36771	5346
337	36887	5238
338	36993	5128
339	37110	5020
340	37228	4912
341	37326	4802
342	37438	4693
343	37554	4585
344	37656	4475
345	37772	4366
346	37871	4256
347	37983	4147
348	38098	4039
349	38209	3930
350	38320	3821
351	38410	3710
352	38511	3600
353	38613	3490
354	38731	3382
355	38832	3272
356	38952	3164
357	39068	3055
358	39160	2945
359	39257	2835
360	39363	2726
361	39478	2617
362	39568	2507
363	39685	2398
364	39801	2289
365	39922	2181
366	40034	2072
367	40167	1964
368	40283	1855
369	40405	1747
370	40504	1637
371	40619	1528
372	40736	1419
373	40853	1310
374	40966	1201
375	41082	1092
376	41183	983
377	41295	873
378	41400	764
379	41508	655
380	41607	546
381	41722	436
382	41818	327
383	41964	218
384	42082	109
385	42183	0
