iter	Passed	Remaining
0	101	44728
1	221	48708
2	329	48045
3	467	51100
4	585	51045
5	695	50415
6	882	54742
7	1080	58459
8	1208	57986
9	1327	57220
10	1458	57027
11	1565	55979
12	1709	56267
13	1824	55650
14	1928	54755
15	2042	54264
16	2152	53697
17	2279	53572
18	2412	53582
19	2520	53059
20	2634	52696
21	2735	52100
22	2839	51598
23	2927	50860
24	3044	50662
25	3149	50270
26	3267	50095
27	3360	49573
28	3473	49349
29	3583	49099
30	3713	49111
31	3832	48987
32	3945	48777
33	4048	48466
34	4173	48409
35	4295	48318
36	4420	48264
37	4570	48468
38	4754	49003
39	4878	48909
40	5013	48909
41	5128	48720
42	5253	48627
43	5351	48281
44	5453	47988
45	5576	47885
46	5683	47640
47	5776	47298
48	5896	47172
49	6007	46978
50	6104	46679
51	6201	46388
52	6308	46182
53	6421	46019
54	6540	45903
55	6664	45818
56	6793	45767
57	6922	45712
58	7057	45692
59	7193	45678
60	7318	45589
61	7421	45367
62	7526	45158
63	7648	45054
64	7764	44914
65	7884	44798
66	8015	44742
67	8151	44715
68	8288	44685
69	8428	44672
70	8554	44579
71	8687	44521
72	8825	44490
73	8954	44408
74	9064	44233
75	9194	44156
76	9317	44045
77	9421	43846
78	9549	43758
79	9685	43705
80	9786	43493
81	9901	43350
82	10013	43189
83	10148	43132
84	10249	42928
85	10401	42937
86	10503	42740
87	10629	42637
88	10724	42417
89	10820	42198
90	10917	41991
91	11025	41825
92	11148	41718
93	11258	41561
94	11379	41444
95	11476	41242
96	11569	41029
97	11685	40897
98	11793	40741
99	11906	40601
100	12012	40439
101	12130	40317
102	12247	40192
103	12357	40042
104	12473	39914
105	12590	39789
106	12704	39655
107	12822	39537
108	12934	39397
109	13043	39249
110	13133	39045
111	13235	38878
112	13335	38708
113	13441	38556
114	13566	38458
115	13670	38301
116	13773	38143
117	13887	38014
118	13997	37876
119	14115	37758
120	14235	37646
121	14352	37527
122	14462	37389
123	14572	37253
124	14659	37059
125	14774	36935
126	14877	36784
127	14995	36668
128	15108	36541
129	15219	36410
130	15317	36247
131	15429	36118
132	15561	36037
133	15683	35931
134	15798	35810
135	15935	35737
136	16053	35621
137	16172	35508
138	16319	35457
139	16436	35338
140	16557	35227
141	16706	35177
142	16828	35070
143	16956	34972
144	17076	34859
145	17205	34764
146	17319	34638
147	17458	34562
148	17579	34450
149	17753	34442
150	17884	34347
151	18010	34244
152	18144	34154
153	18269	34047
154	18418	33985
155	18545	33881
156	18680	33791
157	18794	33662
158	18891	33506
159	19015	33396
160	19148	33301
161	19269	33185
162	19368	33033
163	19478	32900
164	19597	32781
165	19726	32679
166	19881	32620
167	20029	32548
168	20148	32427
169	20243	32271
170	20339	32114
171	20463	32004
