iter	Passed	Remaining
491	54323	11924
492	54440	11815
493	54540	11703
494	54654	11593
495	54774	11484
496	54892	11376
497	55003	11265
498	55122	11157
499	55234	11046
500	55337	10934
501	55455	10825
502	55556	10713
503	55651	10600
504	55815	10499
505	55930	10390
506	56047	10280
507	56165	10171
508	56267	10059
509	56361	9946
510	56459	9833
511	56589	9726
512	56711	9617
513	56823	9507
514	56941	9398
515	57056	9288
516	57151	9175
517	57268	9065
518	57388	8956
519	57505	8847
520	57621	8737
521	57719	8624
522	57833	8514
523	57944	8404
524	58050	8292
525	58159	8182
526	58270	8071
527	58385	7961
528	58493	7850
529	58611	7741
530	58721	7630
531	58834	7520
532	58949	7410
533	59075	7301
534	59187	7190
535	59284	7078
536	59394	6968
537	59510	6858
538	59627	6748
539	59736	6637
540	59833	6525
541	59950	6415
542	60062	6304
543	60171	6194
544	60284	6083
545	60395	5973
546	60509	5862
547	60603	5750
548	60735	5642
549	60847	5531
550	60962	5421
551	61076	5311
552	61188	5200
553	61285	5088
554	61441	4981
555	61552	4871
556	61661	4760
557	61758	4648
558	61873	4538
559	61992	4428
560	62113	4318
561	62226	4207
562	62343	4097
563	62462	3986
564	62573	3876
565	62674	3764
566	62770	3653
567	62870	3542
568	62985	3431
569	63085	3320
570	63202	3209
571	63318	3099
572	63417	2988
573	63516	2877
574	63630	2766
575	63754	2656
576	63875	2546
577	63988	2435
578	64099	2324
579	64209	2214
580	64343	2104
581	64447	1993
582	64547	1882
583	64671	1771
584	64777	1660
585	64896	1550
586	64998	1439
587	65097	1328
588	65190	1217
589	65311	1106
590	65428	996
591	65541	885
592	65653	775
593	65771	664
594	65887	553
595	66008	443
596	66108	332
597	66225	221
598	66334	110
599	66433	0
