iter	Logloss
0	0.5876603157
1	0.5078170789
2	0.44870831
3	0.403837116
4	0.3718193731
5	0.3456906091
6	0.3255705009
7	0.3105588259
8	0.2989565874
9	0.289398123
10	0.2818146824
11	0.2763573912
12	0.2715075458
13	0.2676458933
14	0.2648307029
15	0.2622242612
16	0.2602630033
17	0.2585299703
18	0.2570948028
19	0.2561256408
20	0.2550473665
21	0.2542635791
22	0.2536423776
23	0.2531142454
24	0.2526290795
25	0.252175061
26	0.2518314777
27	0.2514591017
28	0.2511234467
29	0.2508451569
30	0.2505244828
31	0.2502467035
32	0.250085053
33	0.2498829559
34	0.2496344304
35	0.2494430056
36	0.2492672006
37	0.2491280957
38	0.2489393141
39	0.2487626962
40	0.2486044962
41	0.2484712548
42	0.248324506
43	0.2481894028
44	0.248048222
45	0.247943278
46	0.24783593
47	0.2477022687
48	0.2476308734
49	0.2475045489
50	0.2474250366
51	0.2473064452
52	0.2472005611
53	0.2470766059
54	0.2469512442
55	0.246863014
56	0.2467875806
57	0.2467201896
58	0.2466432045
59	0.2465610377
60	0.2464709753
61	0.2463915453
62	0.2463206546
63	0.2462512904
64	0.2461714855
65	0.2461008139
66	0.2460413858
67	0.2459687921
68	0.2459208916
69	0.2458507088
70	0.2457975301
71	0.2457502328
72	0.245678068
73	0.2456180092
74	0.2455595563
75	0.2455101321
76	0.2454686521
77	0.2454116612
78	0.2453479831
79	0.2452814684
80	0.245211782
81	0.2451320884
82	0.2450884435
83	0.2450351324
84	0.2449821678
85	0.2449519687
86	0.2448878534
87	0.2448672963
88	0.2448167893
89	0.2447714786
90	0.2447292615
91	0.2446710632
92	0.2446134315
93	0.2445840892
94	0.2445403679
95	0.244479979
96	0.2444239696
97	0.2443736438
98	0.2443279523
99	0.2442873415
100	0.2442367129
101	0.2441921029
102	0.2441500778
103	0.2441130884
104	0.2440968415
105	0.2440655925
106	0.244036094
107	0.2439984251
108	0.2439449291
109	0.2439163717
110	0.2438825203
111	0.2438380005
112	0.2437981674
113	0.2437589857
114	0.2437243267
115	0.2436932119
116	0.2436523767
117	0.2436259224
118	0.2435998553
119	0.2435453198
120	0.2435015847
121	0.2434838314
122	0.2434620419
123	0.2434460211
124	0.2434119915
125	0.243389581
126	0.2433302304
127	0.2432752437
128	0.2432429824
129	0.2432196229
130	0.2431825325
131	0.2431409196
132	0.2431027213
133	0.2430647906
134	0.2430540821
135	0.243009835
136	0.2429750908
137	0.2429552847
138	0.2429322046
139	0.2429138787
140	0.2428699692
141	0.2428302251
142	0.24278529
143	0.2427598819
144	0.2427129666
145	0.2426884748
146	0.2426576239
147	0.2426285912
148	0.2425649804
149	0.2425547846
150	0.2425259973
151	0.2424942925
152	0.2424527837
153	0.2424093974
154	0.2423618539
155	0.2423610289
156	0.2423315774
157	0.2422800444
158	0.2422784811
159	0.2422715124
160	0.2422358111
161	0.2421992594
162	0.2421656102
163	0.2421357119
164	0.2420991528
165	0.2420800358
166	0.2420392771
167	0.2420044069
168	0.2419811834
169	0.2419357183
170	0.241899291
171	0.2418390754
172	0.2418023703
173	0.2417739289
174	0.2417362653
175	0.2416979347
176	0.2416861928
177	0.2416554449
178	0.2416210069
179	0.241592264
180	0.2415673983
181	0.241524578
182	0.2414999469
183	0.2414550877
184	0.241409908
185	0.2413969226
186	0.2413652249
187	0.2413492593
188	0.2413096674
189	0.2412990093
190	0.2412781734
191	0.2412331148
192	0.2411782207
193	0.2411507598
194	0.2411345434
195	0.2411064311
196	0.2410599022
197	0.241018055
