iter	Passed	Remaining
0	207	165930
1	415	165636
2	739	196358
3	930	185080
4	1130	179795
5	1328	175857
6	1555	176234
7	1727	171042
8	1921	168897
9	2106	166379
10	2284	163842
11	2444	160523
12	2619	158582
13	2765	155262
14	2934	153556
15	3113	152557
16	3273	150784
17	3435	149266
18	3609	148350
19	3750	146274
20	3913	145157
21	4042	142949
22	4215	142398
23	4348	140616
24	4508	139753
25	4656	138633
26	4827	138216
27	4976	137212
28	5150	136931
29	5307	136216
30	5447	135141
31	5603	134484
32	5800	134811
33	5966	134427
34	6105	133458
35	6264	132946
36	6432	132650
37	6586	132069
38	6764	131985
39	6898	131071
40	7032	130190
41	7181	129615
42	7335	129135
43	7498	128844
44	7652	128390
45	7798	127828
46	7974	127758
47	8128	127346
48	8281	126932
49	8439	126596
50	8589	126154
51	8735	125659
52	8924	125790
53	9095	125645
54	9290	125845
55	9422	125186
56	9573	124789
57	9742	124635
58	9913	124501
59	10054	124000
60	10228	123915
61	10400	123798
62	10574	123699
63	10736	123473
64	10939	123699
65	11087	123303
66	11252	123110
67	11412	122852
68	11613	123032
69	11767	122715
70	11906	122253
71	12068	122028
72	12231	121817
73	12406	121713
74	12540	121222
75	12684	120832
76	12832	120488
77	12986	120210
78	13154	120055
79	13315	119842
80	13485	119701
81	13624	119300
82	13774	118991
83	13943	118855
84	14114	118729
85	14277	118536
86	14449	118417
87	14584	118005
88	14755	117882
89	14917	117686
90	15084	117526
91	15251	117373
92	15379	116915
93	15529	116637
94	15676	116336
95	15827	116065
96	15972	115756
97	16139	115611
98	16333	115656
99	16493	115456
100	16668	115360
101	16831	115182
102	17006	115084
103	17178	114963
104	17324	114672
105	17495	114543
106	17654	114340
107	17813	114141
108	17974	113948
109	18142	113800
110	18263	113368
111	18397	113015
112	18542	112733
113	18682	112425
114	18836	112200
115	19003	112054
116	19163	111867
117	19315	111637
118	19475	111454
119	19636	111273
120	19780	111000
121	19945	110843
122	20095	110606
123	20273	110523
124	20406	110196
125	20564	110002
126	20725	109828
127	20876	109602
128	21020	109340
129	21175	109133
130	21345	109007
131	21475	108678
132	21642	108536
133	21806	108382
134	21966	108207
135	22101	107907
136	22280	107826
137	22438	107641
138	22587	107410
139	22735	107183
140	22874	106908
141	23030	106718
142	23175	106478
143	23361	106422
144	23499	106155
145	23647	105929
146	23821	105818
147	23986	105669
148	24151	105521
149	24337	105464
150	24509	105343
151	24680	105218
152	24881	105218
153	25025	104978
154	25171	104744
155	25300	104447
156	25491	104402
157	25641	104187
158	25800	104014
159	25959	103839
160	26126	103695
161	26288	103532
162	26462	103415
163	26610	103195
164	26782	103072
165	26950	102930
166	27086	102669
167	27255	102532
168	27403	102316
169	27570	102174
170	27730	102001
171	27870	101759
172	28029	101586
173	28184	101399
174	28322	101152
175	28490	101011
176	28653	100855
177	28801	100644
178	28964	100486
179	29135	100357
180	29280	100134
181	29450	100003
182	29612	99840
183	29765	99649
184	29960	99599
185	30127	99454
186	30288	99288
187	30419	99024
188	30612	98964
189	30779	98817
190	30943	98664
191	31104	98497
192	31260	98315
193	31427	98171
194	31608	98066
195	31758	97866
196	31922	97713
197	32069	97504
198	32243	97379
199	32440	97321
200	32651	97303
201	32807	97123
202	32999	97047
203	33192	96974
204	33419	96998
205	33589	96856
206	33766	96730
207	33906	96503
208	34050	96286
209	34210	96116
210	34383	95980
211	34548	95823
212	34731	95715
213	34877	95507
214	35037	95333
215	35181	95120
216	35356	94989
217	35503	94785
218	35657	94597
219	35810	94408
220	35957	94205
221	36097	93984
222	36266	93838
223	36414	93636
224	36561	93434
225	36733	93295
226	36915	93183
227	37064	92985
228	37225	92820
229	37401	92689
230	37575	92555
231	37745	92410
232	37924	92287
233	38094	92141
234	38239	91936
235	38387	91740
236	38522	91510
237	38685	91350
238	38851	91195
239	38986	90968
240	39144	90796
241	39298	90613
242	39476	90488
243	39654	90359
244	39845	90263
245	39990	90060
246	40172	89941
247	40316	89737
248	40489	89596
249	40646	89422
250	40788	89215
