iter	Passed	Remaining
400	20324	4105
401	20377	4055
402	20421	4003
403	20465	3951
404	20522	3901
405	20576	3851
406	20631	3801
407	20677	3750
408	20729	3699
409	20774	3648
410	20821	3596
411	20881	3547
412	20928	3496
413	20979	3445
414	21026	3394
415	21071	3343
416	21118	3291
417	21164	3240
418	21213	3189
419	21261	3138
420	21316	3088
421	21380	3039
422	21452	2992
423	21506	2941
424	21550	2890
425	21606	2840
426	21653	2789
427	21704	2738
428	21757	2688
429	21799	2636
430	21842	2584
431	21891	2533
432	21940	2482
433	21985	2431
434	22033	2380
435	22078	2329
436	22126	2278
437	22174	2227
438	22219	2176
439	22262	2125
440	22323	2075
441	22379	2025
442	22437	1975
443	22478	1923
444	22512	1871
445	22562	1821
446	22602	1769
447	22650	1718
448	22697	1668
449	22743	1617
450	22788	1566
451	22825	1514
452	22866	1463
453	22916	1413
454	22956	1362
455	22990	1310
456	23027	1259
457	23063	1208
458	23101	1157
459	23139	1106
460	23174	1055
461	23210	1004
462	23246	953
463	23279	903
464	23316	852
465	23357	801
466	23393	751
467	23429	700
468	23469	650
469	23507	600
470	23542	549
471	23577	499
472	23621	449
473	23657	399
474	23697	349
475	23744	299
476	23784	249
477	23823	199
478	23859	149
479	23894	99
480	23932	49
481	23969	0
