iter	Logloss
129	0.2488228466
130	0.2487523543
131	0.2486960176
132	0.2486468209
133	0.2485952183
134	0.2485178584
135	0.2484430617
136	0.2483940967
137	0.2483434494
138	0.2482908928
139	0.2482400331
140	0.2481890498
141	0.2481441203
142	0.2480704397
143	0.2480196851
144	0.2479702562
145	0.2479157009
146	0.2478630512
147	0.2478174293
148	0.2477667531
149	0.2477139188
150	0.2476620882
151	0.247628696
152	0.2475814576
153	0.2475268538
154	0.2474873098
155	0.2474526303
156	0.2474036391
157	0.2473529243
158	0.2473219564
159	0.2472854422
160	0.2472222436
161	0.2471724315
162	0.2471406195
163	0.2470964325
164	0.2470470572
165	0.2469972555
166	0.2469601522
167	0.2469299246
168	0.2468878196
169	0.2468431665
170	0.2468161252
171	0.2467764826
172	0.2467324472
173	0.2466922186
174	0.2466559123
175	0.2466297745
176	0.2465870656
177	0.2465489991
178	0.2465211282
179	0.2464883314
180	0.2464488081
181	0.2464189839
182	0.2463916984
183	0.2463575199
184	0.2463304624
185	0.2462991967
186	0.2462578525
187	0.2462223274
188	0.2461928778
189	0.2461625749
190	0.246130234
191	0.2460887501
192	0.246061985
193	0.2460193826
194	0.2459867926
195	0.245942352
196	0.2459058821
197	0.245874891
198	0.245846842
199	0.2458214989
200	0.2457918762
201	0.245765629
202	0.2457441442
203	0.2457009528
204	0.2456784724
205	0.2456464898
206	0.2456192802
207	0.2455945779
208	0.2455672813
209	0.245528493
210	0.2454966776
211	0.245478449
212	0.2454527704
213	0.2454326547
214	0.2453992959
215	0.2453832989
216	0.2453607325
217	0.2453338086
218	0.2452976174
219	0.2452612754
220	0.2452343472
221	0.2452088101
222	0.2451825592
223	0.2451519647
224	0.2451306458
225	0.2451128398
226	0.2450882616
227	0.2450532041
228	0.2450339125
229	0.2450111502
230	0.2449790993
231	0.2449596555
232	0.2449318372
233	0.2449102555
234	0.2448801525
235	0.2448468703
236	0.2448238793
237	0.2447933727
238	0.2447730338
239	0.2447457369
240	0.2447246901
241	0.2446904365
242	0.2446732046
243	0.2446452112
244	0.2446233566
245	0.2446041462
246	0.2445641913
247	0.2445432021
248	0.2445235908
249	0.2445004534
250	0.2444833117
251	0.244462305
252	0.2444415284
253	0.244413182
254	0.2443892301
255	0.2443607238
256	0.2443453316
257	0.2443316694
258	0.2443074996
259	0.2442857625
260	0.2442686871
261	0.2442490289
262	0.2442347832
263	0.2442187307
264	0.2441904756
265	0.2441740358
266	0.244159447
267	0.2441391732
268	0.2441261813
269	0.2440994019
270	0.2440755104
271	0.244045931
272	0.2440260436
273	0.2440022274
274	0.2439740639
275	0.2439544064
276	0.2439346424
277	0.243906334
278	0.2438812159
279	0.2438644484
280	0.2438424524
281	0.2438251162
282	0.2438028468
283	0.2437802092
284	0.2437613061
285	0.243744765
286	0.2437288133
287	0.2436934648
288	0.2436726351
289	0.2436535709
290	0.2436314403
291	0.2436071331
292	0.2435888111
293	0.2435665638
294	0.2435432748
295	0.2435171018
296	0.2435071992
297	0.2434864644
298	0.2434601756
299	0.2434328617
300	0.2434123241
301	0.2433998639
302	0.2433785065
303	0.2433543255
304	0.2433332609
305	0.2433154519
306	0.2432843389
307	0.2432712029
308	0.2432515776
309	0.2432325727
310	0.2432119979
311	0.2431906907
312	0.2431660316
313	0.2431354607
314	0.243120069
315	0.2431027203
316	0.2430771755
317	0.2430613642
318	0.2430335742
319	0.2430175966
320	0.2430050892
321	0.2429803319
322	0.2429697835
323	0.2429507287
324	0.2429371544
325	0.2429163545
103406
326	0.2436921671
327	0.2436718092
328	0.2436560044
329	0.2436378133
330	0.2436204514
4
332	0.242977819
5577119
7
